,area_type,availability,bedrooms,total_sqft,bath,balcony,ranked,price in rupees
11446,B,1,2.0,1092.0,2.0,2.0,460,4300000.0
11447,B,1,3.0,1410.0,3.0,3.0,261,9000000.0
11448,B,1,2.0,1322.0,2.0,2.0,265,7500000.0
11449,B,1,3.0,1600.0,3.0,2.0,4,18000000.0
11450,B,1,2.0,910.0,2.0,2.0,121,16000000.0
11451,B,1,2.0,883.0,2.0,1.0,360,4000000.0
11452,B,1,2.0,1000.0,2.0,1.0,424,3500000.0
11453,P,1,4.0,3750.0,4.0,0.0,226,21000000.0
11454,P,1,8.0,1200.0,7.0,2.0,203,24000000.0
11455,B,0,1.0,590.0,1.0,0.0,493,1357000.0
11456,B,1,2.0,925.0,2.0,3.0,257,4200000.0
11457,B,1,2.0,1090.0,2.0,2.0,335,3815000.0
11458,B,0,3.0,1685.0,3.0,3.0,214,10100000.0
11459,P,1,6.0,1380.0,7.0,2.0,339,13000000.0
11460,P,1,8.0,1200.0,8.0,2.0,154,22500000.0
11461,B,1,3.0,1527.0,3.0,1.0,231,14200000.0
11462,B,1,2.0,1072.0,2.0,1.0,261,4287000.0
11463,B,0,1.0,706.0,1.0,1.0,242,4824000.0
11464,B,1,2.0,1178.0,2.0,3.0,132,8200000.0
11465,B,1,2.0,1464.0,2.0,2.0,145,5600000.0
11466,B,1,3.0,1493.0,3.0,2.0,205,8200000.0
11467,P,1,4.0,1125.0,2.0,1.0,435,8800000.0
11468,B,1,3.0,1719.0,3.0,2.0,233,13500000.0
11469,B,1,3.0,1186.0,2.0,2.0,182,5533000.0
11470,B,0,2.0,1127.0,2.0,1.0,275,4500000.0
11471,P,1,3.0,1200.0,2.0,0.0,366,8000000.0
11472,B,1,2.0,1180.0,2.0,2.0,390,4800000.0
11473,B,1,3.0,1220.0,3.0,1.0,221,5600000.0
11474,B,1,4.0,3042.0,4.0,0.0,265,13100000.0
11475,P,1,2.0,1200.0,1.0,1.0,103,18000000.0
11476,B,1,2.0,1500.0,2.0,2.0,133,4500000.0
11477,B,1,2.0,1075.0,2.0,0.0,78,5200000.0
11478,B,1,2.0,750.0,2.0,1.0,435,3600000.0
11479,B,1,4.0,3230.0,5.0,0.0,231,16500000.0
11480,B,1,2.0,1000.0,2.0,0.0,124,5800000.0
11481,B,1,3.0,1300.0,2.0,2.0,121,5500000.0
11482,B,0,2.0,1195.0,2.0,2.0,182,7300000.0
11483,B,1,2.0,1201.0,2.0,3.0,235,8000000.0
11484,B,1,2.0,980.0,2.0,1.0,203,7744000.0
11485,P,1,3.0,1500.0,3.0,2.0,160,11500000.0
11486,B,1,3.0,1550.0,3.0,3.0,282,6500000.0
11487,B,1,2.0,1201.0,2.0,1.0,120,6500000.0
11488,P,0,3.0,1200.0,3.0,2.0,171,7000000.0
11489,B,1,3.0,1460.0,2.0,2.0,231,7200000.0
11490,B,1,1.0,667.0,1.0,1.0,209,3685000.0
11491,B,1,2.0,1276.0,2.0,2.0,310,4500000.0
11492,B,1,3.0,1229.0,3.0,1.0,154,8603000.0
11493,B,1,2.0,1008.0,2.0,3.0,396,4500000.0
11494,B,1,2.0,1100.0,2.0,1.0,399,4600000.0
11495,B,1,3.0,1565.0,2.0,2.0,414,5791000.0
11496,B,1,2.0,1140.0,2.0,2.0,349,4600000.0
11497,B,0,1.0,654.0,1.0,1.0,265,3625000.0
11498,B,0,3.0,1518.0,3.0,2.0,119,7600000.0
11499,B,0,2.0,1070.0,2.0,2.0,291,3700000.0
11500,B,1,2.0,1225.0,2.0,2.0,172,5511000.0
11501,P,1,5.0,2400.0,4.0,1.0,150,22500000.0
11502,B,0,3.0,1255.0,3.0,2.0,78,7768000.000000001
11503,P,1,5.0,1200.0,4.0,1.0,145,16000000.0
11504,B,1,3.0,1167.0,2.0,1.0,277,3800000.0
11505,P,1,6.0,1200.0,6.0,3.0,252,13200000.0
11506,B,0,3.0,1252.0,2.0,3.0,447,6500000.0
11507,B,1,3.0,1350.0,3.0,3.0,116,7830000.0
11508,P,0,2.0,935.0,2.0,0.0,392,7800000.0
11509,B,1,2.0,1050.0,2.0,0.0,142,5900000.0
11510,B,1,3.0,1400.0,2.0,2.0,306,8000000.0
11511,P,0,3.0,1000.0,3.0,1.0,182,13000000.0
11512,B,1,7.0,600.0,7.0,3.0,133,9300000.0
11513,B,1,2.0,1234.0,2.0,2.0,265,8000000.0
11514,P,1,4.0,3100.0,4.0,2.0,134,35000000.0
11515,B,0,3.0,1726.0,3.0,2.0,181,8198999.999999999
11516,B,1,3.0,1670.0,3.0,2.0,378,5900000.0
11517,B,0,2.0,1171.0,2.0,2.0,378,3900000.0
11518,B,1,3.0,1640.0,3.0,2.0,93,22900000.0
11519,B,1,3.0,2000.0,3.0,2.0,93,8500000.0
11520,B,0,2.0,2640.0,2.0,1.0,180,17000000.0
11521,B,0,2.0,1158.0,2.0,1.0,134,5500000.0
11522,B,0,3.0,1282.0,2.0,2.0,247,5243000.0
11523,B,1,2.0,1156.0,2.0,2.0,341,3200000.0
11524,B,1,2.0,1485.0,3.0,3.0,78,13200000.0
11525,B,1,2.0,1035.0,2.0,1.0,288,4250000.0
11526,B,1,2.0,1050.0,2.0,2.0,93,3700000.0
11527,B,0,3.0,1403.0,3.0,3.0,171,5163000.0
11528,B,0,2.0,900.0,2.0,1.0,198,4100000.0
11529,B,1,2.0,1225.0,2.0,2.0,49,15000000.0
11530,B,0,1.0,936.0,1.0,0.0,316,5300000.0
11531,B,1,3.0,1719.0,3.0,2.0,205,7100000.0
11532,B,1,2.0,929.0,2.0,1.0,369,4800000.0
11533,B,1,2.0,1225.0,2.0,1.0,444,4700000.0
11534,B,1,4.0,1550.0,4.0,1.0,30,12000000.0
11535,B,1,3.0,1577.0,3.0,2.0,171,6500000.0
11536,B,0,3.0,1639.0,3.0,1.0,206,7789000.0
11537,B,1,2.0,1185.0,2.0,1.0,407,4100000.0
11538,P,1,2.0,1200.0,2.0,1.0,235,13600000.0
11539,B,1,3.0,1800.0,3.0,3.0,93,26000000.0
11540,P,1,2.0,1200.0,2.0,1.0,33,21600000.0
11541,P,1,2.0,1633.0,2.0,1.0,265,7200000.0
11542,B,1,1.0,686.0,1.0,1.0,16,6250000.0
11543,B,1,4.0,2600.0,4.0,0.0,122,32500000.0
11544,P,1,3.0,700.0,3.0,2.0,123,19500000.0
11545,P,1,2.0,900.0,2.0,1.0,120,4800000.0
11546,B,1,1.0,664.0,1.0,1.0,332,3500000.0
11547,B,0,3.0,2051.0,3.0,1.0,102,18000000.0
11548,P,1,4.0,2400.0,4.0,2.0,28,40000000.0
11549,B,1,3.0,1765.0,3.0,3.0,191,8000000.0
11550,B,0,2.0,1340.0,2.0,1.0,233,6633000.0
11551,B,1,1.0,668.0,1.0,1.0,209,3685000.0
11552,B,1,2.0,1420.0,2.0,1.0,16,15800000.0
11553,P,0,2.0,1200.0,1.0,1.0,486,3600000.0
11554,B,0,3.0,1411.0,3.0,1.0,233,9325000.0
11555,B,0,4.0,2774.0,4.0,3.0,72,20800000.0
11556,B,1,2.0,1115.0,2.0,0.0,469,4600000.0
11557,B,1,3.0,2159.0,3.0,2.0,230,12000000.0
11558,P,1,2.0,91040.0,2.0,0.0,129,20000000.0
11559,B,1,2.0,850.0,2.0,3.0,261,2800000.0
11560,B,1,3.0,1025.0,2.0,0.0,467,3700000.0
11561,P,1,2.0,500.0,2.0,1.0,121,5500000.0
11562,B,1,3.0,1540.0,3.0,2.0,234,6800000.0
11563,B,1,2.0,1150.0,2.0,1.0,406,4800000.0
11564,B,1,6.0,2300.0,7.0,0.0,132,16000000.0
11565,B,1,4.0,3500.0,2.0,1.0,214,35000000.0
11566,B,0,3.0,1795.0,3.0,2.0,225,13900000.0
11567,B,1,2.0,1179.0,2.0,1.0,145,4900000.0
11568,B,0,2.0,1070.0,2.0,2.0,203,3800000.0
11569,P,1,3.0,2400.0,3.0,2.0,49,29000000.0
11570,B,1,3.0,1470.0,3.0,3.0,435,5000000.0
11571,B,1,2.0,1000.0,2.0,1.0,397,3500000.0
11572,B,1,2.0,1130.0,2.0,2.0,155,5600000.0
11573,B,1,5.0,2700.0,4.0,2.0,108,12500000.0
11574,B,0,2.0,1232.0,2.0,1.0,182,8000000.0
11575,B,1,3.0,1470.0,2.0,1.0,371,9000000.0
11576,B,1,2.0,1150.0,2.0,2.0,3,12600000.0
11577,B,1,2.0,980.0,2.0,2.0,257,3500000.0
11578,P,1,8.0,653400.0,6.0,2.0,111,29000000.0
11579,B,1,2.0,650.0,1.0,1.0,493,1700000.0
11580,B,1,4.0,2500.0,5.0,2.0,234,18100000.0
11581,B,1,2.0,1039.0,2.0,2.0,233,3950000.0
11582,B,1,2.0,1180.0,2.0,2.0,407,6500000.0
11583,B,0,1.0,645.0,1.0,1.0,493,1645000.0
11584,B,1,3.0,1200.0,3.0,2.0,327,6500000.0
11585,B,1,5.0,4355.0,3.0,1.0,213,35000000.0
11586,B,1,2.0,1128.0,2.0,2.0,93,4000000.0
11587,B,0,3.0,1650.0,3.0,3.0,103,12500000.0
11588,B,1,1.0,630.0,1.0,1.0,447,3900000.0
11589,B,1,2.0,1315.0,2.0,3.0,265,7700000.0
11590,B,1,3.0,2000.0,3.0,1.0,294,7600000.0
11591,B,1,2.0,1200.0,2.0,2.0,396,4400000.0
11592,B,1,2.0,1132.0,2.0,2.0,407,4200000.0
11593,B,1,4.0,3596.0,5.0,1.0,48,25100000.0
11594,B,1,2.0,1200.0,2.0,2.0,237,5500000.0
11595,B,1,4.0,2425.0,5.0,1.0,171,20100000.0
11596,B,1,2.0,1175.0,2.0,2.0,396,4700000.0
11597,B,0,4.0,2882.0,5.0,1.0,134,20000000.0
11598,B,1,3.0,1355.0,2.0,3.0,305,5825000.0
11599,B,1,2.0,1400.0,2.0,1.0,242,7800000.0
11600,B,1,3.0,1465.0,2.0,2.0,352,4981000.0
11601,B,1,2.0,1329.0,2.0,2.0,349,7000000.0
11602,B,0,1.0,645.0,1.0,1.0,493,1645000.0
11603,B,0,3.0,1573.0,3.0,2.0,233,10000000.0
11604,B,1,3.0,1420.0,3.0,3.0,335,6800000.0
11605,B,1,4.0,3895.0,4.0,3.0,234,22000000.0
11606,B,1,2.0,1110.0,2.0,2.0,233,4650000.0
11607,B,1,3.0,1950.0,3.0,3.0,69,16500000.0
11608,B,1,2.0,708.0,1.0,1.0,303,5500000.0
11609,B,0,1.0,610.0,1.0,0.0,120,2800000.0
11610,B,1,3.0,1777.0,3.0,2.0,213,9200000.0
11611,B,1,2.0,1030.0,2.0,1.0,424,6000000.0
11612,B,0,2.0,970.0,2.0,2.0,215,3500000.0
11613,B,0,3.0,1798.0,3.0,1.0,143,12000000.0
11614,B,1,3.0,1350.0,3.0,2.0,404,6000000.0
11615,B,1,3.0,1400.0,2.0,3.0,414,5006000.0
11616,B,0,2.0,1065.0,2.0,1.0,447,3088000.0
11617,B,1,2.0,1045.0,2.0,0.0,204,4500000.0
11618,B,1,2.0,800.0,2.0,2.0,447,3200000.0
11619,B,1,3.0,1495.0,2.0,2.0,404,6500000.0
11620,B,1,3.0,1124.0,2.0,2.0,447,5500000.0
11621,B,1,2.0,883.0,2.0,1.0,341,3900000.0
11622,B,1,2.0,1100.0,2.0,1.0,102,6000000.0
11623,P,1,4.0,1750.0,3.0,1.0,171,18500000.0
11624,B,1,2.0,1007.0,2.0,1.0,391,7500000.0
11625,B,1,1.0,425.0,1.0,1.0,504,1500000.0
11626,B,1,2.0,1000.0,2.0,2.0,182,5300000.0
11627,B,1,1.0,680.0,1.0,1.0,345,4600000.0
11628,B,0,3.0,1655.0,3.0,2.0,134,11000000.0
11629,B,1,2.0,545.0,1.0,1.0,447,2900000.0
11630,B,1,2.0,1140.0,2.0,2.0,93,3854999.9999999995
11631,B,1,3.0,1703.0,3.0,2.0,106,11300000.0
11632,B,1,2.0,614.0,1.0,1.0,486,2800000.0
11633,B,1,4.0,3205.0,5.0,1.0,181,50000000.0
11634,B,0,2.0,1088.0,2.0,2.0,78,6200000.0
11635,P,1,4.0,800.0,5.0,3.0,335,11500000.0
11636,B,1,3.0,1489.0,3.0,2.0,171,8800000.0
11637,B,0,2.0,1085.0,2.0,1.0,316,3600000.0
11638,B,0,2.0,1178.0,2.0,1.0,93,7500000.0
11639,B,1,2.0,1290.0,2.0,1.0,143,8004000.000000001
11640,B,1,3.0,1260.0,2.0,1.0,268,8200000.0
11641,P,1,7.0,1500.0,9.0,2.0,175,25000000.0
11642,B,1,3.0,1775.0,3.0,3.0,256,11000000.0
11643,B,0,3.0,1797.0,4.0,1.0,171,9500000.0
11644,B,1,3.0,1400.0,2.0,3.0,134,5600000.0
11645,B,1,4.0,4818.0,4.0,3.0,340,39000000.0
11646,B,1,2.0,700.0,2.0,0.0,341,4300000.0
11647,B,1,1.0,720.0,1.0,2.0,387,2800000.0
11648,B,1,2.0,1145.0,2.0,2.0,254,4400000.0
11649,B,1,2.0,1240.0,2.0,2.0,414,3906000.0
11650,B,1,4.0,1800.0,4.0,1.0,329,14500000.0
11651,P,1,6.0,3000.0,8.0,3.0,90,45100000.0
11652,B,1,2.0,1125.0,2.0,2.0,433,5500000.0
11653,B,1,3.0,2648.0,3.0,3.0,24,23800000.0
11654,B,1,2.0,1180.0,2.0,2.0,192,6500000.0
11655,P,0,4.0,2400.0,4.0,1.0,134,14300000.0
11656,P,1,4.0,1050.0,1.0,0.0,26,3500000.0
11657,B,1,2.0,1080.0,2.0,2.0,447,4600000.0
11658,B,0,3.0,1768.0,3.0,3.0,153,8131000.0
11659,B,1,2.0,708.0,2.0,1.0,455,3115000.0
11660,B,1,2.0,1050.0,2.0,1.0,214,4350000.0
11661,P,1,6.0,1754.0,6.0,2.0,103,65000000.0
11662,B,1,2.0,1257.0,2.0,1.0,242,6900000.0
11663,B,0,1.0,500.0,1.0,1.0,203,3000000.0
11664,B,1,2.0,1298.0,2.0,1.0,203,5900000.0
11665,B,0,2.0,1150.0,2.0,2.0,175,4000000.0
11666,B,1,4.0,3024.0,5.0,1.0,181,35000000.0
11667,B,0,3.0,2826.0,3.0,1.0,231,14800000.0
11668,B,0,3.0,1645.0,3.0,2.0,78,11700000.0
11669,P,1,3.0,1500.0,3.0,2.0,120,13800000.0
11670,P,1,2.0,1200.0,2.0,0.0,399,7900000.0
11671,P,1,3.0,1272.0,4.0,0.0,324,7500000.0
11672,B,1,3.0,1752.0,3.0,2.0,188,12500000.0
11673,B,1,7.0,4800.0,7.0,0.0,203,17000000.0
11674,B,0,2.0,1299.0,2.0,1.0,335,8963000.0
11675,B,1,6.0,800.0,6.0,2.0,482,7500000.0
11676,B,1,3.0,1100.0,2.0,1.0,52,14500000.0
11677,B,1,2.0,820.0,2.0,2.0,368,2400000.0
11678,B,1,2.0,986.0,2.0,1.0,278,3100000.0
11679,B,1,2.0,1035.0,2.0,1.0,435,5150000.0
11680,B,1,3.0,1425.0,2.0,2.0,387,7500000.0
11681,P,0,2.0,1200.0,2.0,0.0,234,6900000.0
11682,B,1,3.0,1370.0,2.0,2.0,156,8700000.0
11683,B,1,2.0,1053.0,2.0,1.0,182,5300000.0
11684,B,0,2.0,1392.0,2.0,1.0,297,13000000.0
11685,P,1,5.0,5530.0,5.0,3.0,67,62700000.0
11686,B,1,2.0,1125.0,2.0,2.0,120,3600000.0
11687,B,1,2.0,1185.0,2.0,2.0,233,4200000.0
11688,B,0,2.0,1160.0,2.0,1.0,275,3351000.0
11689,B,1,2.0,1166.0,2.0,2.0,108,5500000.0
11690,B,1,3.0,1960.0,3.0,3.0,374,16000000.0
11691,B,1,2.0,1153.0,2.0,1.0,397,4850000.0
11692,B,1,3.0,2475.0,4.0,3.0,16,30000000.0
11693,B,1,3.0,1930.0,2.0,2.0,252,5790000.0
11694,B,1,3.0,1380.0,2.0,2.0,171,5500000.0
11695,B,1,3.0,1820.0,3.0,2.0,404,7950000.0
11696,B,1,2.0,1050.0,2.0,1.0,257,5500000.0
11697,B,1,2.0,1150.0,2.0,1.0,204,4200000.0
11698,B,1,3.0,1570.0,3.0,2.0,335,6800000.0
11699,B,0,1.0,644.0,1.0,1.0,414,3200000.0
11700,B,1,2.0,1404.0,2.0,1.0,336,6930000.0
11701,B,1,3.0,1600.0,3.0,2.0,414,5814000.0
11702,P,1,4.0,400.0,2.0,2.0,247,3500000.0
11703,B,1,2.0,740.0,1.0,1.0,493,2200000.0
11704,B,1,3.0,1270.0,2.0,3.0,305,5079000.0
11705,B,1,2.0,1257.0,2.0,1.0,242,7103000.0
11706,B,0,4.0,2250.0,4.0,1.0,335,11000000.0
11707,B,1,3.0,1610.0,3.0,3.0,120,8500000.0
11708,B,1,2.0,1246.0,2.0,1.0,336,6900000.0
11709,B,1,3.0,1320.0,2.0,2.0,268,6500000.0
11710,B,1,3.0,1600.0,2.0,2.0,203,11000000.0
11711,B,1,3.0,1510.0,2.0,1.0,46,7500000.0
11712,B,1,3.0,1295.0,2.0,2.0,374,5950000.0
11713,B,1,3.0,1450.0,2.0,1.0,93,6700000.0
11714,B,1,2.0,1390.0,2.0,2.0,171,6200000.0
11715,B,1,2.0,1150.0,2.0,2.0,260,4700000.0
11716,B,1,2.0,915.0,2.0,2.0,265,4800000.0
11717,B,1,2.0,550.0,1.0,1.0,130,2700000.0
11718,B,0,4.0,2400.0,4.0,2.0,414,15200000.0
11719,B,1,2.0,1332.0,2.0,1.0,178,7900000.0
11720,P,1,3.0,1200.0,3.0,1.0,447,9000000.0
11721,B,1,2.0,1030.0,2.0,1.0,121,7725000.0
11722,B,1,3.0,1715.0,2.0,2.0,242,10000000.0
11723,B,1,3.0,2195.0,4.0,2.0,265,12700000.0
11724,B,0,2.0,1090.0,2.0,1.0,275,3148000.0
11725,B,1,3.0,1452.0,2.0,2.0,134,4629000.0
11726,P,0,4.0,4260.0,4.0,2.0,205,33300000.0
11727,B,1,2.0,1250.0,2.0,1.0,167,5000000.0
11728,B,1,2.0,965.0,2.0,1.0,455,4250000.0
11729,P,1,5.0,1200.0,5.0,2.0,253,8500000.0
11730,B,1,3.0,1600.0,3.0,3.0,162,9500000.0
11731,B,1,2.0,1021.0,2.0,2.0,466,4590000.0
11732,B,1,2.0,1250.0,2.0,1.0,302,7800000.0
11733,B,1,2.0,1145.0,2.0,2.0,145,4600000.0
11734,B,0,3.0,2047.0,3.0,2.0,132,13600000.0
11735,B,1,2.0,1255.0,2.0,1.0,182,5232000.0
11736,B,1,2.0,1230.0,2.0,2.0,435,4500000.0
11737,B,1,2.0,1243.0,2.0,1.0,301,4600000.0
11738,B,0,2.0,1179.0,2.0,1.0,231,6602000.0
11739,B,1,2.0,1098.0,2.0,0.0,120,4800000.0
11740,B,1,6.0,1300.0,6.0,0.0,91,9900000.0
11741,B,0,2.0,945.0,2.0,1.0,287,5400000.0
11742,B,1,2.0,1194.0,2.0,2.0,460,4700000.0
11743,B,1,3.0,1000.0,2.0,1.0,195,6500000.0
11744,B,1,3.0,1523.0,3.0,3.0,209,17000000.0
11745,B,0,2.0,1165.0,2.0,1.0,180,4077000.0000000005
11746,B,1,2.0,1155.0,2.0,2.0,278,3900000.0
11747,B,1,2.0,1200.0,2.0,2.0,248,7800000.0
11748,B,1,2.0,1022.0,2.0,2.0,182,5700000.0
11749,B,1,2.0,883.0,2.0,1.0,341,4400000.0
11750,B,1,2.0,1050.0,2.0,1.0,472,4950000.0
11751,B,1,3.0,1610.0,3.0,1.0,234,9000000.0
11752,B,1,3.0,1300.0,2.0,2.0,171,7000000.0
11753,P,1,3.0,2400.0,3.0,0.0,305,36000000.0
11754,B,1,2.0,1174.0,2.0,1.0,188,6900000.0
11755,B,1,2.0,1194.0,2.0,2.0,301,4700000.0
11756,B,0,2.0,1050.0,2.0,1.0,436,4300000.0
11757,B,1,2.0,1126.0,2.0,2.0,467,3900000.0
11758,B,1,4.0,4000.0,4.0,1.0,49,52000000.0
11759,B,0,3.0,1320.0,2.0,1.0,447,3811999.9999999995
11760,B,1,2.0,1080.0,2.0,2.0,152,4500000.0
11761,B,1,2.0,1225.0,2.0,2.0,146,7105000.0
11762,P,1,4.0,1560.0,4.0,1.0,93,16000000.0
11763,B,1,3.0,1724.0,3.0,2.0,126,12800000.0
11764,B,1,2.0,900.0,2.0,1.0,430,2400000.0
11765,B,1,3.0,2251.0,4.0,2.0,21,37000000.0
11766,B,1,2.0,1115.0,2.0,1.0,171,5000000.0
11767,B,1,2.0,1027.0,2.0,1.0,352,4400000.0
11768,B,0,3.0,1213.0,2.0,2.0,445,4139000.0
11769,B,1,2.0,1050.0,2.0,2.0,345,5350000.0
11770,B,1,2.0,1300.0,2.0,2.0,252,6000000.0
11771,B,1,3.0,1730.0,3.0,2.0,234,11500000.0
11772,B,1,2.0,1353.0,2.0,2.0,170,11000000.0
11773,B,0,2.0,1296.0,2.0,1.0,335,8900000.0
11774,P,1,4.0,3190.0,3.0,1.0,171,16000000.0
11775,P,1,4.0,14000.0,3.0,2.0,22,80000000.0
11776,B,1,3.0,1350.0,2.0,0.0,121,8300000.0
11777,B,1,4.0,3000.0,4.0,2.0,36,30100000.0
11778,B,0,2.0,1245.0,2.0,1.0,225,8628000.0
11779,P,0,3.0,1200.0,3.0,2.0,90,22500000.0
11780,B,1,2.0,1147.0,2.0,1.0,110,7500000.0
11781,B,1,2.0,1060.0,2.0,1.0,93,4800000.0
11782,B,1,3.0,1425.0,2.0,2.0,247,6500000.0
11783,B,0,4.0,2689.0,6.0,2.0,335,24500000.0
11784,B,1,3.0,2404.0,3.0,2.0,288,13800000.0
11785,P,1,4.0,3200.0,4.0,2.0,116,120000000.0
11786,B,0,2.0,1246.0,2.0,2.0,231,4735000.0
11787,B,1,2.0,920.0,2.0,3.0,175,6500000.0
11788,B,1,3.0,1400.0,2.0,3.0,133,7800000.0
11789,B,1,2.0,1020.0,2.0,1.0,92,7000000.0
11790,B,1,2.0,1140.0,2.0,3.0,252,4500000.0
11791,B,0,2.0,1081.0,2.0,1.0,182,3027000.0
11792,B,0,2.0,1035.0,2.0,1.0,275,4172999.9999999995
11793,B,1,3.0,2480.0,3.0,2.0,181,24500000.0
11794,B,0,2.0,1143.0,2.0,1.0,181,3420000.0000000005
11795,B,1,3.0,1080.0,2.0,2.0,398,7500000.0
11796,P,1,4.0,1200.0,4.0,2.0,87,13000000.0
11797,B,1,2.0,1240.0,2.0,2.0,234,5500000.0
11798,B,1,6.0,2400.0,4.0,1.0,69,60000000.0
11799,B,1,4.0,2502.0,4.0,2.0,182,17000000.0
11800,B,1,3.0,1300.0,2.0,2.0,335,5500000.0
11801,B,0,2.0,1140.0,2.0,1.0,447,3292000.0
11802,B,1,3.0,1355.0,2.0,2.0,265,5150000.0
11803,B,1,3.0,1640.0,3.0,1.0,93,8680000.0
11804,B,1,2.0,550.0,2.0,1.0,447,1600000.0
11805,B,1,2.0,944.0,2.0,1.0,171,3500000.0
11806,B,1,3.0,1490.0,2.0,1.0,239,9200000.0
11807,B,1,2.0,900.0,2.0,1.0,25,7000000.0
11808,B,1,2.0,1200.0,2.0,2.0,265,4560000.0
11809,P,0,4.0,1050.0,3.0,3.0,269,8500000.0
11810,B,0,3.0,1599.0,3.0,2.0,447,12500000.0
11811,B,1,2.0,800.0,2.0,2.0,261,3000000.0
11812,B,1,3.0,2050.0,3.0,1.0,233,14500000.0
11813,P,1,4.0,3250.0,5.0,1.0,261,85000000.0
11814,B,0,2.0,1185.0,2.0,2.0,134,4100000.0
11815,B,0,2.0,1183.0,2.0,2.0,233,5856000.0
11816,B,1,1.0,600.0,2.0,1.0,115,3500000.0
11817,B,1,4.0,4000.0,4.0,3.0,134,38000000.0
11818,B,1,2.0,1179.0,2.0,2.0,357,5600000.0
11819,B,1,2.0,1125.0,2.0,1.0,225,6500000.0
11820,B,1,2.0,1200.0,2.0,2.0,205,5000000.0
11821,B,1,2.0,1175.0,2.0,2.0,436,4348000.0
11822,B,0,2.0,1334.0,2.0,1.0,278,6200000.0
11823,B,1,2.0,1300.0,2.0,2.0,254,6600000.0
11824,B,1,1.0,650.0,1.0,1.0,134,2500000.0
11825,B,1,3.0,1600.0,3.0,2.0,261,7500000.0
11826,B,1,5.0,2500.0,5.0,2.0,182,12500000.0
11827,B,1,2.0,1090.0,2.0,2.0,247,4500000.0
11828,B,1,3.0,1250.0,2.0,3.0,396,5000000.0
11829,B,1,3.0,1370.0,3.0,3.0,145,3836000.0
11830,B,1,2.0,1095.0,2.0,2.0,382,3360000.0
11831,B,1,3.0,1130.0,2.0,3.0,369,4519000.0
11832,B,1,5.0,3520.0,6.0,1.0,91,46000000.0
11833,B,1,2.0,1157.0,2.0,1.0,203,7300000.0
11834,P,1,7.0,3000.0,6.0,3.0,213,14500000.0
11835,B,0,2.0,1020.0,2.0,1.0,233,4450000.0
11836,P,1,4.0,750.0,4.0,3.0,392,11000000.0
11837,B,1,3.0,1465.0,2.0,1.0,231,4587000.0
11838,B,1,4.0,3000.0,4.0,3.0,91,16000000.0
11839,B,0,2.0,1165.0,2.0,1.0,447,3364000.0
11840,B,1,2.0,1158.0,2.0,3.0,234,7500000.0
11841,B,1,2.0,1139.0,2.0,2.0,332,5650000.0
11842,B,1,3.0,1800.0,3.0,3.0,126,9500000.0
11843,B,1,6.0,5100.0,5.0,3.0,101,30000000.0
11844,P,1,1.0,600.0,2.0,0.0,291,5500000.0
11845,B,1,2.0,1005.0,1.0,1.0,49,11000000.0
11846,B,1,3.0,3520.0,3.0,3.0,78,43000000.0
11847,B,1,2.0,1313.0,2.0,2.0,369,6650000.0
11848,B,1,3.0,1695.0,3.0,2.0,69,12500000.0
11849,B,1,1.0,650.0,1.0,0.0,255,3000000.0
11850,P,1,7.0,780.0,7.0,3.0,123,15000000.0
11851,B,1,3.0,1515.0,3.0,3.0,120,9393000.0
11852,B,1,1.0,672.0,1.0,1.0,209,3685000.0
11853,B,1,2.0,1093.0,2.0,1.0,371,3700000.0
11854,B,1,3.0,1278.0,2.0,2.0,369,5900000.0
11855,B,1,3.0,2089.0,3.0,2.0,182,14000000.0
11856,P,1,2.0,1200.0,2.0,0.0,397,9500000.0
11857,B,1,3.0,1305.0,2.0,1.0,121,5900000.0
11858,B,1,3.0,1690.0,3.0,2.0,121,10000000.0
11859,B,1,2.0,1050.0,2.0,0.0,175,3700000.0
11860,B,1,3.0,1470.0,2.0,2.0,110,9900000.0
11861,B,1,3.0,1220.0,3.0,2.0,171,6200000.0
11862,B,0,2.0,1230.0,2.0,1.0,335,8500000.0
11863,P,1,8.0,1244.0,6.0,2.0,288,13000000.0
11864,B,1,3.0,2292.0,3.0,2.0,49,28600000.0
11865,B,0,1.0,630.0,1.0,1.0,447,3465000.0
11866,P,1,1.0,1350.0,2.0,0.0,448,4500000.0
11867,B,1,2.0,1230.0,2.0,0.0,103,8000000.0
11868,B,1,2.0,1400.0,2.0,1.0,134,8000000.0
11869,B,1,3.0,1850.0,3.0,2.0,90,8800000.0
11870,B,0,1.0,500.0,1.0,1.0,398,1400000.0
11871,B,0,2.0,1205.0,2.0,2.0,316,6290000.0
11872,B,1,3.0,1605.0,3.0,2.0,237,6500000.0
11873,B,1,3.0,1650.0,2.0,2.0,326,8000000.0
11874,B,1,3.0,1740.0,2.0,1.0,78,13700000.0
11875,B,1,2.0,1000.0,2.0,2.0,435,3400000.0
11876,B,1,3.0,2200.0,3.0,2.0,16,27500000.0
11877,B,1,2.0,925.0,2.0,1.0,120,6800000.0
11878,B,1,2.0,1325.0,2.0,2.0,214,6500000.0
11879,B,0,3.0,1596.0,3.0,1.0,335,11800000.0
11880,B,1,2.0,1194.0,2.0,2.0,460,4600000.0
11881,B,1,3.0,1440.0,2.0,3.0,155,6800000.0
11882,B,1,3.0,1082.0,2.0,1.0,341,5750000.0
